state,key,svn,english,translation
CURRENT,bravenewsector_part3_waitforresults,3054,Wait for Artemis to call you about his experiment,等待阿耳特彌斯給你打電話詢問他的實驗情況
CURRENT,bravenewsector_part3_artemis_results_1,3054,Hello Captain! I have incredible results. Using a highly powered zeleon laser we can charge synthetic crystals made of Neubidium to achieve properties similar to that of the tiddlet crystals.,你好，艦長！我有令人難以置信的成果使用高能zeleon激光器，我們可以給新銣原子合成晶體充電，使其具有與提德雷晶體類似的特性。
CURRENT,bravenewsector_part3_artemis_results_3,3054,"This is a fantastic breakthrough but I must warn you that the laser is incredibly radioactive, and will very quickly kill your crew if you don't correctly contain its radiation.",這是一項了不起的突破，但我必須警告你，這種激光具有驚人的輻射性，如果不正確控制其輻射，你的船員很快就會喪命。
CURRENT,bravenewsector_part3_artemis_results_4,3054,Come back to my system and I'll send you one of my lasers along with some radiation blockers to keep your crew safe.,回到我的系統，我會給你送去我的激光器和一些輻射阻斷器，以保證你的船員安全。
CURRENT,bravenewsector_part3_receiveequipment,3054,Receive new equipment from Artemis,從阿爾忒彌斯接收新設備
CURRENT,bravenewsector_part3_receivelaser,3054,Receive a Laser Infuser,接收激光輸液器
CURRENT,bravenewsector_part3_receiveblockers,3054,Receive Radiation Blockers [*X/*Y],接收輻射阻斷器 [*X/*Y]
CURRENT,bravenewsector_part3_receivecrystal,3054,Receive an Empty Crystal,接收一個空水晶
CURRENT,bravenewsector_part3_receivezeleon,3054,Receive Zeleon Energy Cell,接收 Zeleon 能源電池
CURRENT,bravenewsector_part3_artemis_results_5,3054,The next step is to research how this all applies to the Stargate. My hypothesis is that we can use the crystal's energy-density properties to enable jumps much farther than the next sector.,下一步是研究這一切如何應用於星際之門。我的假設是，我們可以利用水晶的能量密度特性，實現比下一個星區更遠的跳躍。
CURRENT,bravenewsector_part3_artemis_results_6,3054,"Good luck with your research, Captain.",祝你研究順利，艦長。
CURRENT,translationeditor_unmodified,3054,Unmodified Phrases,未經修改的短語
CURRENT,translationeditor_modified,3054,Modified Phrases,修改短語
CURRENT,translationeditor_reset,3054,Revert,返回
CURRENT,translationeditor_reset_tooltip,3054,Resets your modified translation back to the original translation.,將修改後的譯文重置爲原始譯文。
CURRENT,translationeditor_folder,3054,Open Folder,打開文件夾
CURRENT,translationeditor_folder_tooltip,3054,"Opens the folder in which your modified translations are saved.\n\n""language.csv"" is the file containing your modified translations.","打開保存已修改翻譯的文件夾。\n\n""language.csv"" 是包含已修改翻譯的文件。"
CURRENT,translationeditor_english_tooltip1,3054,Unformatted English phrase,未格式化的英語短語
CURRENT,translationeditor_english_tooltip2,3054,Formatted English phrase,格式化的英文短語
CURRENT,translationeditor_english_tooltip3,3054,This is what you are translating.,這就是你要翻譯的內容。
CURRENT,translationeditor_english_tooltip4,3054,You cannot change the English phrases.,您不能更改英語短語。
CURRENT,translationeditor_original_tooltip1,3054,Unformatted original translation,未格式化的原文翻譯
CURRENT,translationeditor_original_tooltip2,3054,Formatted original translation,格式化的原文翻譯
CURRENT,translationeditor_original_tooltip3,3054,This is what is currently used in the game.,這就是目前遊戲中使用的方法。
CURRENT,translationeditor_new_tooltip1,3054,Unformatted new translation,未格式化的新譯文
CURRENT,translationeditor_new_tooltip2,3054,Formatted new translation,格式化的新譯文
CURRENT,translationeditor_new_tooltip3,3054,"This is where you can change the translation.\n\nThis will affect your game only, unless you submit your updated translations to Introversion.",\n\n這隻會影響您的遊戲，除非您將更新後的翻譯提交給 Introversion。
CURRENT,credits_0,3054,The Last Starship,最後的星際飛船
CURRENT,credits_1,3054,Created by\nIntroversion Software,由\nIntroversion Software 創建
CURRENT,credits_2,3054,Creative Director\nChris Delay,創意總監\nChris Delay
CURRENT,credits_3,3054,Managing Director\nMARK MORRIS,常務董事\nMARK MORRIS
CURRENT,credits_4,3054,Technical Director\nJOHN KNOTTENBELT,技術總監\nJOHN KNOTTENBELT
CURRENT,credits_5,3054,Financial Director\nTHOMAS ARUNDEL,財務總監\nTHOMAS ARUNDEL
CURRENT,credits_6,3054,Art\nJesse Riggle,藝術\n傑西-裏格爾
CURRENT,credits_7,3054,Audio\nAlistair Lindsay,音頻\nAlistair Lindsay
CURRENT,credits_8,3054,Programming\nLouis Aldous,編程\nLouis Aldous
CURRENT,credits_9,3054,Programming\nAlfie Chenery,編程\nAlfie Chenery
CURRENT,credits_10,3054,Programming\nJim Buck,編程\nJim Buck
CURRENT,credits_11,3054,Programming\nToby O’Donoghue,編程\nToby O'Donoghue
CURRENT,credits_12,3054,Programming\nRaphael Tasseel,編程\nRaphael Tasseel
CURRENT,credits_13,3054,Programming\nThomas White,編程\n托馬斯-懷特
CURRENT,credits_14,3054,Programming\nJacob Hill,編程\nJacob Hill
CURRENT,credits_15,3054,Marketing\nOliver Arundel,營銷\nOliver Arundel
CURRENT,credits_16,3054,Ship Builders\nJohnny Struggles,造船廠\n約翰尼-斯特勞斯
CURRENT,credits_17,3054,Ship Builders\nJoseph Abboud,造船廠\nJoseph Abboud
CURRENT,credits_18,3054,Ship Builders\nLindsay Fleay (DRx),造船廠\nLindsay Fleay (DRx)
CURRENT,credits_19,3054,Thanks to everyone\nwho contributed ship designs,感謝大家\n投稿的飛船設計
CURRENT,credits_20,3054,Thank you for playing!,感謝您的參與！
CURRENT,ftl_galacticjump,3054,"This will be the final journey of your fleet.\nBe prepared for a long journey to the Andromeda galaxy, and save as many as you can!",這將是你們艦隊的最後一次旅行。\n做好前往仙女座星系的長途旅行準備，儘可能多地拯救更多的人！
CURRENT,credits_survivors,3054,Survivors,倖存者
CURRENT,credits_playtime,3054,Playtime,遊戲時間
CURRENT,survivalend_quitmessage1,3054,"We hope you enjoyed playing the demo of The Last Starship. Your journey has just begun!  Unlock the full game to explore more Story Episodes, Survival Mode, Arena Mode, a full Ship Editor and more!",希望您喜歡《最後的星艦》試玩版。您的旅程纔剛剛開始！  解鎖完整版遊戲，探索更多故事情節、生存模式、競技場模式、完整的飛船編輯器等！
CURRENT,survivalend_quitmessage,3054,"After a long and perilous journey, the survivors emerged into a new and uncharted galaxy.  Those left behind faced a desperate, nomadic life.  But those that made the jump face an even more uncertain future.  Humanity's survival remains on a knife edge...",經過漫長而危險的旅程，倖存者來到了一個未知的新星系。  留下的人面臨着絕望的遊牧生活。  而那些成功跳躍的人則面臨着更加不確定的未來。  人類的生存仍然岌岌可危......
CURRENT,settings_translatorassist_description,3054,"Enable features to help translators, such as Alt to reveal English and Ctrl to reveal the phrase key. Enables the translation editing window ({TranslatorWindow}).",啓用輔助翻譯功能，例如按 Alt 顯示英文原文，按 Ctrl 顯示短語鍵名。啓用翻譯編輯窗口 ({TranslatorWindow})。
CURRENT,shipeditor_tooltip_eyedropper,3054,"Lets you select a paint from the exterior of your ship (can also be used by pressing the ""{AltTool}"" key)","讓您從飛船外部選擇一種塗料（也可通過按""{AltTool}""鍵使用）"
CURRENT,settings_exitsaves_tooltip,3054,"When enabled, the current game will create an auto-save when abandoned or when the game is quit.",啓用後，放棄或退出遊戲時將自動保存當前進度。
CURRENT,newmainmenu_exitsaves,3054,Auto-save on exit,退出時自動存檔
CURRENT,stargatesectorwarning_harken_1,3054,"Captain, the new sector needs to be surveyed before your sector map is populated with systems. We have a full scan underway for the sector, once it's completed more locations will be marked on your map.",艦長，在您的航區地圖填入系統之前，需要對新航區進行勘測。我們正在對該區域進行全面掃描，掃描完成後，您的地圖上將標註更多地點。
CURRENT,stargatesectorwarning_harken_2,3054,"In the systems surveyed so far we've found new resources and severe weather systems, which may be just a glimpse into what awaits us in this sector.",在迄今爲止調查過的系統中，我們發現了新的資源和惡劣天氣系統，這可能只是這個領域等待我們的一瞥。
CURRENT,stargatesectorwarning_harken_3,3054,"Who knows what you may find out here. Be careful, Captain.",誰知道你會在這裏發現什麼小心點，艦長
CURRENT,techtree_node_title_robotarmspeed,3054,Robot Arm Speed 1,機械臂速度 1
CURRENT,dsi_part2_isotopesintro2,3054,"It's not too complex.  It starts with a Hyperspace Scoop, or several ideally, that you can fit to your vessels.  Every time you make an FTL jump you'll collect more as you pass through hyperspace.  You can then pipe those isotopes into a Refinery and convert them into Stable Isotopes.",這並不複雜。  一開始你可以在飛船上安裝一個或幾個超空間收集器。  每次進行超光速跳躍時，您都會在通過超空間時收集到更多的同位素。  然後，您可以將這些同位素輸送到精煉廠，將其轉化爲穩定同位素。
CURRENT,techtree_node_caption_hydroponicsrepeatable,3054,Spend research credits to continually increase our crop yield.,花費研究點數，不斷提高作物產量。
CURRENT,keybinding_translatorwindow,2886,Translator Window,翻譯窗口
CURRENT,newmainmenu_autosavewarning,2886,Auto-save load warning,自動存檔加載警告
CURRENT,save_autosavewarning_header,2886,WARNING: Autosave loaded,警告：已加載自動保存
CURRENT,save_autosavewarning_body,2886,"This save is likely to be overwritten by the game as you continue playing, so you should create a manual save if you haven't already done so using the ""SAVE GAME"" option.\n\nThis warning can be disabled in the settings menu.","繼續遊戲時，該保存數據可能會被遊戲覆蓋，因此如果還沒有使用 ""保存遊戲 ""選項，則應手動創建一個保存數據。\n\n該警告可在設置菜單中禁用。"
CURRENT,hud_toandromeda,2886,TO ANDROMEDA GALAXY,仙女座星系
CURRENT,hud_overlay_radiation,2886,Radiation,輻射
CURRENT,hud_maximumoccupancy,2886,Maximum Occupancy: *X/*Y,最多可容納人數：*X/*Y
CURRENT,hud_cabins,2886,Cabins: *X/*Y,船艙：*X/*Y
CURRENT,object_radiationemitter,2886,Radiation Emitter,輻射發射器
CURRENT,object_radiationemitter_description,2886,Emits radiation. For testing new radiation mechanic (has no gameplay use).,發射輻射。用於測試新的輻射機制（無遊戲用途）。
CURRENT,object_radiationblocker,2886,Radiation Blocker,輻射阻斷器
CURRENT,object_radiationblocker_description,2886,"Radiation blocker, significantly reduces all radiation passing through it. Place between your crew and equipment that emit radiation.",輻射阻擋器，可大大減少通過它的所有輻射。放置在工作人員和輻射設備之間。
CURRENT,entity_radiation,2886,IRRADIATED,輻射
CURRENT,entity_death_radiation,2886,Radiation,輻射
CURRENT,alert_type_radiation,2886,RADIATION POISONING,輻射中毒
CURRENT,alert_type_radiation_caption,2886,*X have radiation poisoning,*X 人輻射中毒
CURRENT,tutorial_battlestationsactivate,2886,<b>BATTLE STATIONS</b> must be activated before your weapons can be used.\n\nThis will tell your crew to prepare for battle!,<b>戰鬥崗位</b> 必須在您使用武器之前啓動。\n\n這將告訴您的船員做好戰鬥準備！
CURRENT,tutorial_stargatejumpintro,2886,The Stargate enables travel between different sectors.\n\nThe jump costs a single <b>FTL</b> charge and the Stargate will use more power while a jump is in progress.,星際之門可以在不同的星區之間旅行。\n\n跳躍需要消耗一次<b>超光速</b>燃料，跳躍過程中星際之門會消耗更多能量。
CURRENT,tutorial_stargatejumpopenftl,2886,"First, let's open the <b>FTL</b> window.",首先，讓我們打開<b>超光速</b>窗口。
CURRENT,tutorial_powerreactoractive,2886,The <b>REACTOR</b> is activated! We are now generating power for our ship.,反應堆<b>已啓動</b>！現在我們正在爲飛船發電。
CURRENT,tutorial_stargatescreen1,2886,Let's turn our attention to the <b>STARGATE PROJECT</b>.\n\nWe can view our progress from the Stargate screen.\n\nOpen the <b>STARGATE</b> screen.,現在我們將注意力轉向<b>星際之門項目</b>。\n\n我們可以從星際之門屏幕查看進度。\n\n打開<b>星際之門</b>屏幕。
CURRENT,tutorial_smelterssalvage,2886,Click on the nearby <b>RUINED EQUIPMENT</b> to instruct your crew to dismantle it into <b>SCRAP METAL</b>.,點擊附近的 <b>“廢舊設備”</b>，指示你的工作人員將其拆成<b>廢金屬</b>。
CURRENT,tutorial_fleettrade,2886,The ship is fitted with engines and an <b>FTL</b> drive for Interstellar Travel! But it does need a crew.\n\nOpen the <b>TRADE</b> screen.,這艘飛船裝有用於星際旅行的引擎和<b>超光速</b>驅動器！\n\n打開<b>貿易</b>界面。
CURRENT,tutorial_dsiclosedismantle,2886,We can stop dismantling by clicking the dismantle button again or by closing the construction menu.\n\nClose the menu by clicking the <b>CONSTRUCTION</b> button or by pressing <b>ESC</b>.,我們可以通過再次點擊拆解按鈕或關閉建造菜單來停止拆解。\n\n點擊<b>“建造”</b>按鈕或按下<b>ESC</b>鍵關閉菜單。
CURRENT,tutorial_cameracontrols,2886,"Use <b>{PanUp1}{PanLeft1}{PanDown1}{PanRight1}</b> or the <b>ARROW KEYS</b> to move the view around.\n\nZoom the view using the <b>MOUSE WHEEL</b>, or <b>{ZoomIn}</b>/<b>{ZoomOut}</b> on the keyboard.\n\nDrag the view by holding the <b>MIDDLE MOUSE BUTTON</b>.",使用<b>{PanUp1}{PanLeft1} {PanDown1} {PanRight1}</b> 或<b>箭頭鍵</b>移動視圖。\n\n使用<b>鼠標滾輪</b>或鍵盤上的<b>{ZoomIn}</b>/<b>{ZoomOut}</b> 縮放視圖。\n\n按住<b>鼠標中鍵</b>拖動視圖。
CURRENT,tutorial_flighttactical,2886,"We should give our engines a small test flight.  To maneuver our ship, switch into <b>TACTICAL</b> mode by clicking the highlighted button, or pressing <b>{ToggleTactical}</b>.",我們應該對引擎進行一次小型試飛。要操縱飛船，請單擊高亮顯示的按鈕或按<b>{ToggleTactical}</b>，切換到<b>“戰術”</b>模式。
CURRENT,tutorial_flightexittactical,2886,"Exit <b>TACTICAL</b> mode by clicking the button again, or pressing <b>{ToggleTactical}</b>.","再次單擊按鈕或按<b>{ToggleTactical}</b> 退出 <b>""戰術 ""</b>模式。"
CURRENT,tutorial_dockingswitchtotactical,2886,"To get started, switch to <b>TACTICAL</b> mode by clicking the button or pressing <b>{ToggleTactical}</b>.","要開始操作，請單擊按鈕或按<b>{ToggleTactical}</b> ，切換到 <b>""戰術 ""</b>模式。"
CURRENT,tutorial_dockingmaneuverkeys,2886,"Use the Maneuvering controls to move the ship into position.\n\nYou can also use the keys <b>{ManoeuvreUp}</b>, <b>{ManoeuvreLeft}</b>, <b>{ManoeuvreDown}</b>, <b>{ManoeuvreRight}</b> to move, and <b>{ManoeuvreClockwise}</b> and <b>{ManoeuvreCounterClockwise}</b> to rotate the ship.",使用機動控制將飛船移動到位。\n\n您還可以使用<b>{ManoeuvreUp}</b>、<b>{ManoeuvreLeft}</b>、<b>{ManoeuvreDown}</b>、<b>{ManoeuvreRight}</b> 鍵移動飛船，以及<b>{ManoeuvreClockwise}</b> 和<b>{ManoeuvreCounterClockwise}</b> 鍵旋轉飛船。
CURRENT,tutorial_miningopenmap,2886,Now open the sector map (<b>{ToggleMap}</b>).,現在打開星區地圖 (<b>{ToggleMap}</b>)。
CURRENT,tutorial_buy_shiftclick,2886,<b>NOTE</b>: You can <b>SHIFT CLICK</b> to buy in multiples of 5.,<b>注意</b>：您可以按 <b>SHIFT 鍵</b> 以 5 的倍數購買。
CURRENT,tutorial_introduction2,2886,"This vessel is fresh out of the shipyard production line.\n\nIt's just an empty hull right now, without power or a breathable atmosphere. Our first job is to fix that.\n\nClick <b>NEXT</b> to continue.",這艘船剛剛從造船廠的生產線上駛出。\n\n現在它只是一個空殼，沒有動力，也沒有可呼吸的大氣。我們的首要任務就是解決這個問題。\n\n點擊<b>下一步</b>繼續。
CURRENT,tutorial_powerinstallmenu,2886,"Let's begin by installing a <b>REACTOR</b>, to generate power for our ship.\n\nClick into the <b>CONSTRUCTION</b> menu, then click <b>INSTALL</b>.",讓我們首先安裝一個<b>反應堆</b>，爲我們的飛船供電。\n\n點擊進入<b>建造</b>菜單，然後點擊<b>安裝</b>。
CURRENT,tutorial_powerselectreactor,2886,This is all the boxed equipment you have available on-board.\n\nSelect <b>REACTOR</b> from the list.,這是您船上所有可用的盒裝設備。\n\n從列表中選擇 <b>REACTOR</b>。
CURRENT,tutorial_powerplacereactor,2886,Stamp the <b>REACTOR</b> down inside your ship.,將 <b>REACTOR</b> 放置在飛船內部。
CURRENT,tutorial_powerreactorinprogress,2886,Your crew will install the <b>REACTOR</b>.,您的工作人員將安裝 <b>REACTOR</b>。
CURRENT,tutorial_powerselectloader,2886,"The <b>REACTOR</b> needs <b>FUEL</b>, and we use a <b>FUEL LOADER</b> to pump it to the <b>REACTOR</b>.\n\nSelect the <b>FUEL LOADER</b> from the Construction menu.","<b>反應堆</b>需要<b>燃料</b>，我們使用<b>燃料裝載器</b>將燃料泵送到<b>反應堆</b>。\n\n從 ""建築 ""菜單中選擇""<b>燃料裝載器</b>""。"
CURRENT,tutorial_powerplaceloader,2886,Stamp the <b>FUEL LOADER</b> down somewhere near the <b>REACTOR</b>.,將<b>燃料裝載器</b>放置在<b>反應堆</b>附近的某個地方。
CURRENT,tutorial_powerselectpipes,2886,"We need to connect the <b>FUEL LOADER</b> to the <b>REACTOR</b>, using a Pipe.\n\nSelect <b>PIPES</b> from the Construction Menu.","我們需要使用管道將<b>燃料裝載器</b>與<b>反應堆</b>連接起來。\n\n從 ""建築 ""菜單中選擇<b> ""管道""</b>。"
CURRENT,tutorial_powerpipeconnect,2886,"Drag a pipe from the <b>FUEL LOADER</b> to the <b>REACTOR</b>, connecting the yellow pipe circles.\n\nFUEL <b>PIPES</b> are used to connect the output from one piece of equipment into the input of another.\n\nFUEL <b>PIPES</b> are yellow and must connect the yellow circles on equipment.",從<b>燃料裝載器</b>到<b>反應堆</b>拖拽一條管道，連接黃色的管道圈。\n\n燃料<b>管道</b>用於將一個設備的輸出連接到另一個設備的輸入。\n\n燃料<b>管道</b>爲黃色，必須連接設備上的黃色圓圈。
CURRENT,tutorial_powerreactorpowerup,2886,The <b>REACTOR</b> is starting up.,<b>反應堆</b>正在啓動。
CURRENT,tutorial_airinstallairduct,2886,We now need to provide a breathable atmosphere for our crew. This is done with an <b>AIRDUCT</b>.\n\nInstall an <b>AIRDUCT</b> somewhere near the Reactor.,現在，我們需要爲船員提供一個可呼吸的環境。這是通過<b>通風管</b>完成的。\n\n在反應堆附近安裝一個<b>通風管</b>。
CURRENT,tutorial_aircables,2886,The <b>AIRDUCT</b> needs to be powered from the <b>REACTOR</b>.  Select <b>CABLES</b> from the <b>CONSTRUCTION</b> menu.,<b>通風管</b>需要由<b>反應堆</b>供電。  從 “<b>建造</b>”菜單中選擇 “<b>線纜</b>”。
CURRENT,tutorial_aircabletoreactor,2886,"Drag a power cable from the <b>REACTOR</b> to the <b>AIRDUCT</b>, connecting the red circles.\n\nPOWER <b>CABLES</b> are used to connect reactors to any equipment that needs power.\n\nPOWER <b>CABLES</b> are red and must connect red circles on equipment.",將電力線纜從 <b>反應堆</b> 拖到 <b>通風管</b>，連接紅圈。\n\n電力<b>線纜</b>用於連接反應堆和任何需要電源的設備。\n\n電力<b>線纜</b>爲紅色，必須連接設備上的紅色圓圈。
CURRENT,tutorial_airinstallairloader,2886,"The <b>AIRDUCT</b> needs <b>OXYGEN</b>, in the same way as the <b>REACTOR</b> needs <b>FUEL</b>. We can use an <b>OXYGEN LOADER</b> to provide <b>OXYGEN</b>.\n\nInstall an <b>OXYGEN LOADER</b> near the <b>AIRDUCT</b>.",<b>通風管</b>需要<b>氧氣</b>，就像<b>反應堆</b>需要<b>燃料</b>一樣。我們可以使用<b>氧氣裝載器</b>來提供<b>氧氣</b>。\n\n在<b>通風管</b>附近安裝<b>氧氣裝載器</b>。
CURRENT,tutorial_airpipes,2886,We need to connect the <b>OXYGEN LOADER</b> into the <b>AIRDUCT</b> using <b>PIPES</b>.\n\nSelect <b>PIPES</b> from the <b>CONSTRUCTION</b> menu.,我們需要用管道將<b>氧氣裝載器</b>連接到<b>通風管</b>中。\n\n從<b>建造</b>菜單中選擇<b>管道</b>。
CURRENT,tutorial_airpipetoairduct,2886,"Drag a <b>PIPE</b> from the <b>OXYGEN LOADER</b> to the <b>AIRDUCT</b>, connecting the <b>BLUE</b> circles.",將一根<b>管道</b>從<b>氧氣裝載器</b>拖到<b>通風管</b>，連接<b>藍色</b>圓圈。
CURRENT,tutorial_airdone,2886,The <b>AIRDUCT</b> is activated and is pressurising the cabin! The atmosphere will soon be breathable.,<b>通風管</b>已啓動，正在給機艙加壓！大氣很快就可以呼吸了。
CURRENT,tutorial_enginesinformation,2886,Engines require both <b>POWER</b> and <b>FUEL</b> to operate. We must connect both engines to fuel and power.,發動機的運行需要<b>動力</b>和<b>燃料</b>。我們必須將發動機與燃料和動力連接起來。
CURRENT,tutorial_enginesconnectpower,2886,"Now use the <b>CABLES</b> menu to power up the engine, by connecting it to your existing red power lines.",現在使用 <b>CABLES</b>（電纜）菜單，將其連接到現有的紅色電源線上，爲引擎供電。
CURRENT,tutorial_ftlselectpropulsion,2886,The items we need are listed under <b>PROPULSION</b>. Select that category.,我們需要的物品列在 <b>PROPULSION</b> 分類下。請選擇該類別。
CURRENT,tutorial_ftladdftldrive,2886,Add one <b>FTL</b> drive to our order by clicking on the entry in the list.,點擊列表中的條目，爲我們的訂單添加一個<b>超光速</b>驅動器。
CURRENT,tutorial_ftladdftlfuel,2886,<b>FTL</b> drives consume one fuel charge per jump. Add 5 <b>FTL</b> Charges to the order as well.,<b>超光速</b>驅動器每次跳躍消耗一個燃料充電。訂單中還需添加 5 個<b>超光速</b>燃料。
CURRENT,tutorial_ftlinstallftl,2886,Install the <b>FTL</b> drive anywhere in your ship.,在飛船的任何位置安裝<b>超光速</b>驅動器。
CURRENT,tutorial_ftlpowerftl,2886,Connect the <b>FTL</b> drive to your power network.,將 <b>FTL</b> 硬盤連接到電源網絡。
CURRENT,tutorial_ftlstoragetoolbar,2886,"We can make things more efficient for our crew by telling them to store <b>FTL</b> Charges near the <b>FTL</b> drive.\n\nSelect <b>STORAGE</b> from the <b>CONSTRUCTION</b> toolbar, then select <b>FTL</b> Charges from the list.",通過讓船員將<b>FTL</b>裝藥存放在<b>FTL</b>驅動器附近，我們可以提高他們的工作效率。\n\n從<b>建造</b>工具欄中選擇<b>存儲</b>，然後從列表中選擇<b>FTL</b>裝藥。
CURRENT,tutorial_ftlstorageworld,2886,Now drag out a storage zone near to the <b>FTL</b> drive.,現在，在<b>超光速</b>驅動器附近拖出一個儲存區。
CURRENT,tutorial_ftlstoragedone,2886,The crew will move all the <b>FTL</b> Charges into this zone.,船員們將把所有<b>超光速</b>裝甲運到這個區域。
CURRENT,tutorial_stargatescreen2,2886,This screen shows the phases that require construction in order to complete the <b>STARGATE</b>.\n\nWe are in <b>PHASE</b> 1. Work has only just begun.,此屏幕顯示完成星際之門的建造所需的所有階段。\n\n我們正處於第 <b>1</b> <b>階段</b>，工作纔剛剛開始。
CURRENT,tutorial_stargatescreen3,2886,On the left of the screen you can see the requirements to complete <b>PHASE</b> 1.\n\nWe need to manufacture:\n- 100 <b>STARGATE FRAMES</b>\n- 10 <b>STARGATE RESIN</b>,在屏幕左側，您可以看到完成第 <b>1 階段</b> 的要求。\n\n我們需要製造：\n- 100 個<b>星形圖案框架</b>\n- 10 個<b>星形圖案樹脂</b>
CURRENT,tutorial_stargatescreen4,2886,"These <b>PHASE</b> 1 components are easy to manufacture, and we already have what we need onboard.\n\nBut we can sell them to the <b>STARGATE PROJECT</b> for a small fortune.",這些<b>PHASE</b> 1 組件易於製造，我們船上已具備所需。\n\n但我們可以把它們賣給<b>星際之門項目</b>，賺一筆小錢。
CURRENT,tutorial_stargatescreen5,2886,Close the <b>STARGATE</b> screen by clicking on the toolbar again (or press ESC).,再次單擊工具欄（或按 ESC 鍵）關閉 <b>STARGATE</b> 屏幕。
CURRENT,tutorial_productionstart,2886,We are now going to learn how to produce <b>STARGATE FRAMES</b>.,現在我們來學習如何製作<b>星際之門框架</b>。
CURRENT,tutorial_fabricationinstallfabricator,2886,"Components are manufactured in a <b>FABRICATOR</b>, using raw materials like <b>METAL INGOTS</b>.\n\nInstall a <b>FABRICATOR</b> somewhere in the South East quadrant of the station.",\n\n在空間站東南象限的某個地方安裝一臺<b>製造機</b>。
CURRENT,tutorial_fabricationinstallassemblytable,2886,Those components are then assembled into finished products on an <b>ASSEMBLY TABLE</b>.\n\nInstall an <b>ASSEMBLY TABLE</b> somewhere near the <b>FABRICATOR</b>.,然後<b>在組裝臺</b>上將這些部件組裝成成品。\n<b>在製造機</b>附近安裝一個<b>組裝臺</b>。
CURRENT,tutorial_fabricationpower,2886,This new equipment needs power.  Build <b>POWER CABLES</b> to connect your <b>REACTOR</b> to the <b>FABRICATOR</b> and <b>ASSEMBLY TABLE</b>.,新設備需要電源。 製作<b>電源線</b>，將<b>反應堆</b>連接到<b>製造臺</b>和<b>組裝臺</b>。
CURRENT,tutorial_fabricationconfigurefab1,2886,We need to configure the new equipment to make the products that we want.\n\nRIGHT <b>CLICK</b> on the <b>FABRICATOR</b> to configure it.,我們需要對新設備進行配置，以便生產出我們想要的產品。\n\n右鍵<b>單擊</b> <b>FABRICATOR</b> 進行配置。
CURRENT,tutorial_fabricationconfigurefab2,2886,This drop-down menu shows all of the components that we can manufacture in a <b>FABRICATOR</b>.\n\nSelect <b>FRAME</b> from the list.,此下拉菜單顯示我們可以在<b>FABRICATOR</b>中製造的所有組件。\n\n從列表中選擇<b>FRAME</b>。
CURRENT,tutorial_fabricationconfigureass1,2886,We need to configure the <b>ASSEMBLY TABLE</b> in the same way.\n\nRIGHT <b>CLICK</b> on the assembly table.,我們需要以同樣的方式配置<b>裝配表</b>。\n\n<b>右鍵單擊</b>裝配表。
CURRENT,tutorial_fabricationconfigureass2,2886,Select <b>STARGATE FRAME</b> from the drop-down menu.,從下拉菜單中選擇<b>星際之門框架</b>。
CURRENT,tutorial_fabricationclosefab1,2886,"Close the Equipment Panel by clicking the X in the top right corner, or pressing <b>ESC</b>.",單擊右上角的 X 或按 <b>ESC</b> 鍵關閉設備面板。
CURRENT,tutorial_fabricationclosefab2,2886,"Close the Equipment Panel by clicking the X in the top right corner, or pressing <b>ESC</b>.",單擊右上角的 X 或按 <b>ESC</b> 鍵關閉設備面板。
CURRENT,tutorial_fabricationworking,2886,"Your crew are now fabricating <b>FRAMES</b> out of <b>METAL INGOTS</b>, then assembling those <b>FRAMES</b> into <b>STARGATE FRAMES</b>, which we can sell to the <b>STARGATE</b> project for profit.",你們的工作人員現在正在用<b>金屬錠</b>製造<b>框架</b>，然後將這些<b>框架</b>組裝成<b>星際之門框架</b>，我們可以將這些框架賣給<b>星際之門</b>項目，從中獲利。
CURRENT,tutorial_smeltersintroduction,2886,"We are going to need a lot of <b>METAL INGOTS</b> if we're to make enough of those <b>STARGATE FRAMES</b>.\n\nWe don't have many <b>METAL INGOTS</b> on board, and will run out soon.",我們需要大量的<b>金屬錠</b>才能製造出足夠多的<b>星際之門框架</b>。\n\n我們船上的<b>金屬錠</b>不多，很快就會用完。
CURRENT,tutorial_smeltersbuild,2886,"But we do have plenty of <b>SCRAP METAL</b>, and we can melt that down in a <b>SMELTER</b>.\n\nBuild a <b>SMELTER</b> somewhere near the production line.",不過我們確實有大量的<b>廢金屬</b>，我們可以在<b>熔爐</b>中將其熔化。\n\n在靠近生產線的地方建造一個<b>熔爐</b>。
CURRENT,tutorial_smelterspower,2886,Connect the smelters to the <b>REACTOR</b> using <b>POWER CABLES</b>,使用電源線將熔爐與<b>反應堆</b>連接起來
CURRENT,tutorial_smeltersscrapmetal,2886,Right click on the <b>SMELTER</b> and set its material to be <b>SCRAP METAL</b>.,右鍵點擊 <b>SMELTER</b>，將其材質設置爲<b>碎金屬</b>。
CURRENT,tutorial_smeltersoperational,2886,The crew will now load in all the <b>SCRAP METAL</b> and smelt it into much more useful <b>METAL INGOTS</b>.,現在，工作人員將裝入所有<b>廢金屬</b>，並將其熔鍊成更有用的<b>金屬錠</b>。
