state,key,svn,english,translation
CURRENT,stargatesectorwarning_harken_2,3054,"In the systems surveyed so far we've found new resources and severe weather systems, which may be just a glimpse into what awaits us in this sector.",在迄今为止调查过的系统中，我们发现了新的资源和恶劣天气系统，这可能只是这个领域等待我们的一瞥。
CURRENT,stargatesectorwarning_harken_3,3054,"Who knows what you may find out here. Be careful, Captain.",谁知道你会在这里发现什么小心点，舰长
CURRENT,techtree_node_title_robotarmspeed,3054,Robot Arm Speed 1,机械臂速度 1
CURRENT,dsi_part2_isotopesintro2,3054,"It's not too complex.  It starts with a Hyperspace Scoop, or several ideally, that you can fit to your vessels.  Every time you make an FTL jump you'll collect more as you pass through hyperspace.  You can then pipe those isotopes into a Refinery and convert them into Stable Isotopes.",这并不复杂。  一开始你可以在飞船上安装一个或几个超空间收集器。  每次进行超光速跳跃时，您都会在通过超空间时收集到更多的同位素。  然后，您可以将这些同位素输送到精炼厂，将其转化为稳定同位素。
CURRENT,techtree_node_caption_hydroponicsrepeatable,3054,Spend research credits to continually increase our crop yield.,花费研究点数，不断提高作物产量。
CURRENT,keybinding_translatorwindow,2886,Translator Window,翻译窗口
CURRENT,newmainmenu_autosavewarning,2886,Auto-save load warning,自动存档加载警告
CURRENT,save_autosavewarning_header,2886,WARNING: Autosave loaded,警告：已加载自动保存
CURRENT,save_autosavewarning_body,2886,"This save is likely to be overwritten by the game as you continue playing, so you should create a manual save if you haven't already done so using the ""SAVE GAME"" option.\n\nThis warning can be disabled in the settings menu.","继续游戏时，该保存数据可能会被游戏覆盖，因此如果还没有使用 ""保存游戏 ""选项，则应手动创建一个保存数据。\n\n该警告可在设置菜单中禁用。"
CURRENT,hud_toandromeda,2886,TO ANDROMEDA GALAXY,仙女座星系
CURRENT,hud_overlay_radiation,2886,Radiation,辐射
CURRENT,hud_maximumoccupancy,2886,Maximum Occupancy: *X/*Y,最多可容纳人数：*X/*Y
CURRENT,hud_cabins,2886,Cabins: *X/*Y,船舱：*X/*Y
CURRENT,object_radiationemitter,2886,Radiation Emitter,辐射发射器
CURRENT,object_radiationemitter_description,2886,Emits radiation. For testing new radiation mechanic (has no gameplay use).,发射辐射。用于测试新的辐射机制（无游戏用途）。
CURRENT,object_radiationblocker,2886,Radiation Blocker,辐射阻断器
CURRENT,object_radiationblocker_description,2886,"Radiation blocker, significantly reduces all radiation passing through it. Place between your crew and equipment that emit radiation.",辐射阻挡器，可大大减少通过它的所有辐射。放置在工作人员和辐射设备之间。
CURRENT,entity_radiation,2886,IRRADIATED,辐射
CURRENT,entity_death_radiation,2886,Radiation,辐射
CURRENT,alert_type_radiation,2886,RADIATION POISONING,辐射中毒
CURRENT,alert_type_radiation_caption,2886,*X have radiation poisoning,*X 人辐射中毒
CURRENT,tutorial_battlestationsactivate,2886,<b>BATTLE STATIONS</b> must be activated before your weapons can be used.\n\nThis will tell your crew to prepare for battle!,<b>战斗岗位</b> 必须在您使用武器之前启动。\n\n这将告诉您的船员做好战斗准备！
CURRENT,tutorial_stargatejumpintro,2886,The Stargate enables travel between different sectors.\n\nThe jump costs a single <b>FTL</b> charge and the Stargate will use more power while a jump is in progress.,星际之门可以在不同的星区之间旅行。\n\n跳跃需要消耗一次<b>超光速</b>燃料，跳跃过程中星际之门会消耗更多能量。
CURRENT,tutorial_stargatejumpopenftl,2886,"First, let's open the <b>FTL</b> window.",首先，让我们打开<b>超光速</b>窗口。
CURRENT,tutorial_powerreactoractive,2886,The <b>REACTOR</b> is activated! We are now generating power for our ship.,反应堆<b>已启动</b>！现在我们正在为飞船发电。
CURRENT,tutorial_stargatescreen1,2886,Let's turn our attention to the <b>STARGATE PROJECT</b>.\n\nWe can view our progress from the Stargate screen.\n\nOpen the <b>STARGATE</b> screen.,现在我们将注意力转向<b>星际之门项目</b>。\n\n我们可以从星际之门屏幕查看进度。\n\n打开<b>星际之门</b>屏幕。
CURRENT,tutorial_smelterssalvage,2886,Click on the nearby <b>RUINED EQUIPMENT</b> to instruct your crew to dismantle it into <b>SCRAP METAL</b>.,点击附近的 <b>“废旧设备”</b>，指示你的工作人员将其拆成<b>废金属</b>。
CURRENT,tutorial_fleettrade,2886,The ship is fitted with engines and an <b>FTL</b> drive for Interstellar Travel! But it does need a crew.\n\nOpen the <b>TRADE</b> screen.,这艘飞船装有用于星际旅行的引擎和<b>超光速</b>驱动器！\n\n打开<b>贸易</b>界面。
CURRENT,tutorial_dsiclosedismantle,2886,We can stop dismantling by clicking the dismantle button again or by closing the construction menu.\n\nClose the menu by clicking the <b>CONSTRUCTION</b> button or by pressing <b>ESC</b>.,我们可以通过再次点击拆解按钮或关闭建造菜单来停止拆解。\n\n点击<b>“建造”</b>按钮或按下<b>ESC</b>键关闭菜单。
CURRENT,tutorial_cameracontrols,2886,"Use <b>{PanUp1}{PanLeft1}{PanDown1}{PanRight1}</b> or the <b>ARROW KEYS</b> to move the view around.\n\nZoom the view using the <b>MOUSE WHEEL</b>, or <b>{ZoomIn}</b>/<b>{ZoomOut}</b> on the keyboard.\n\nDrag the view by holding the <b>MIDDLE MOUSE BUTTON</b>.",使用<b>{PanUp1}{PanLeft1} {PanDown1} {PanRight1}</b> 或<b>箭头键</b>移动视图。\n\n使用<b>鼠标滚轮</b>或键盘上的<b>{ZoomIn}</b>/<b>{ZoomOut}</b> 缩放视图。\n\n按住<b>鼠标中键</b>拖动视图。
CURRENT,tutorial_flighttactical,2886,"We should give our engines a small test flight.  To maneuver our ship, switch into <b>TACTICAL</b> mode by clicking the highlighted button, or pressing <b>{ToggleTactical}</b>.",我们应该对引擎进行一次小型试飞。要操纵飞船，请单击高亮显示的按钮或按<b>{ToggleTactical}</b>，切换到<b>“战术”</b>模式。
CURRENT,tutorial_flightexittactical,2886,"Exit <b>TACTICAL</b> mode by clicking the button again, or pressing <b>{ToggleTactical}</b>.","再次单击按钮或按<b>{ToggleTactical}</b> 退出 <b>""战术 ""</b>模式。"
CURRENT,tutorial_dockingswitchtotactical,2886,"To get started, switch to <b>TACTICAL</b> mode by clicking the button or pressing <b>{ToggleTactical}</b>.","要开始操作，请单击按钮或按<b>{ToggleTactical}</b> ，切换到 <b>""战术 ""</b>模式。"
CURRENT,tutorial_dockingmaneuverkeys,2886,"Use the Maneuvering controls to move the ship into position.\n\nYou can also use the keys <b>{ManoeuvreUp}</b>, <b>{ManoeuvreLeft}</b>, <b>{ManoeuvreDown}</b>, <b>{ManoeuvreRight}</b> to move, and <b>{ManoeuvreClockwise}</b> and <b>{ManoeuvreCounterClockwise}</b> to rotate the ship.",使用机动控制将飞船移动到位。\n\n您还可以使用<b>{ManoeuvreUp}</b>、<b>{ManoeuvreLeft}</b>、<b>{ManoeuvreDown}</b>、<b>{ManoeuvreRight}</b> 键移动飞船，以及<b>{ManoeuvreClockwise}</b> 和<b>{ManoeuvreCounterClockwise}</b> 键旋转飞船。
CURRENT,tutorial_miningopenmap,2886,Now open the sector map (<b>{ToggleMap}</b>).,现在打开星区地图 (<b>{ToggleMap}</b>)。
CURRENT,tutorial_buy_shiftclick,2886,<b>NOTE</b>: You can <b>SHIFT CLICK</b> to buy in multiples of 5.,<b>注意</b>：您可以按 <b>SHIFT 键</b> 以 5 的倍数购买。
CURRENT,tutorial_introduction2,2886,"This vessel is fresh out of the shipyard production line.\n\nIt's just an empty hull right now, without power or a breathable atmosphere. Our first job is to fix that.\n\nClick <b>NEXT</b> to continue.",这艘船刚刚从造船厂的生产线上驶出。\n\n现在它只是一个空壳，没有动力，也没有可呼吸的大气。我们的首要任务就是解决这个问题。\n\n点击<b>下一步</b>继续。
CURRENT,tutorial_powerinstallmenu,2886,"Let's begin by installing a <b>REACTOR</b>, to generate power for our ship.\n\nClick into the <b>CONSTRUCTION</b> menu, then click <b>INSTALL</b>.",让我们首先安装一个<b>反应堆</b>，为我们的飞船供电。\n\n点击进入<b>建造</b>菜单，然后点击<b>安装</b>。
CURRENT,tutorial_powerselectreactor,2886,This is all the boxed equipment you have available on-board.\n\nSelect <b>REACTOR</b> from the list.,这是您船上所有可用的盒装设备。\n\n从列表中选择 <b>REACTOR</b>。
CURRENT,tutorial_powerplacereactor,2886,Stamp the <b>REACTOR</b> down inside your ship.,将 <b>REACTOR</b> 放置在飞船内部。
CURRENT,tutorial_powerreactorinprogress,2886,Your crew will install the <b>REACTOR</b>.,您的工作人员将安装 <b>REACTOR</b>。
CURRENT,tutorial_powerselectloader,2886,"The <b>REACTOR</b> needs <b>FUEL</b>, and we use a <b>FUEL LOADER</b> to pump it to the <b>REACTOR</b>.\n\nSelect the <b>FUEL LOADER</b> from the Construction menu.","<b>反应堆</b>需要<b>燃料</b>，我们使用<b>燃料装载器</b>将燃料泵送到<b>反应堆</b>。\n\n从 ""建筑 ""菜单中选择""<b>燃料装载器</b>""。"
CURRENT,tutorial_powerplaceloader,2886,Stamp the <b>FUEL LOADER</b> down somewhere near the <b>REACTOR</b>.,将<b>燃料装载器</b>放置在<b>反应堆</b>附近的某个地方。
CURRENT,tutorial_powerselectpipes,2886,"We need to connect the <b>FUEL LOADER</b> to the <b>REACTOR</b>, using a Pipe.\n\nSelect <b>PIPES</b> from the Construction Menu.","我们需要使用管道将<b>燃料装载器</b>与<b>反应堆</b>连接起来。\n\n从 ""建筑 ""菜单中选择<b> ""管道""</b>。"
CURRENT,tutorial_powerpipeconnect,2886,"Drag a pipe from the <b>FUEL LOADER</b> to the <b>REACTOR</b>, connecting the yellow pipe circles.\n\nFUEL <b>PIPES</b> are used to connect the output from one piece of equipment into the input of another.\n\nFUEL <b>PIPES</b> are yellow and must connect the yellow circles on equipment.",从<b>燃料装载器</b>到<b>反应堆</b>拖拽一条管道，连接黄色的管道圈。\n\n燃料<b>管道</b>用于将一个设备的输出连接到另一个设备的输入。\n\n燃料<b>管道</b>为黄色，必须连接设备上的黄色圆圈。
CURRENT,tutorial_powerreactorpowerup,2886,The <b>REACTOR</b> is starting up.,<b>反应堆</b>正在启动。
CURRENT,tutorial_airinstallairduct,2886,We now need to provide a breathable atmosphere for our crew. This is done with an <b>AIRDUCT</b>.\n\nInstall an <b>AIRDUCT</b> somewhere near the Reactor.,现在，我们需要为船员提供一个可呼吸的环境。这是通过<b>通风管</b>完成的。\n\n在反应堆附近安装一个<b>通风管</b>。
CURRENT,tutorial_aircables,2886,The <b>AIRDUCT</b> needs to be powered from the <b>REACTOR</b>.  Select <b>CABLES</b> from the <b>CONSTRUCTION</b> menu.,<b>通风管</b>需要由<b>反应堆</b>供电。  从 “<b>建造</b>”菜单中选择 “<b>线缆</b>”。
CURRENT,tutorial_aircabletoreactor,2886,"Drag a power cable from the <b>REACTOR</b> to the <b>AIRDUCT</b>, connecting the red circles.\n\nPOWER <b>CABLES</b> are used to connect reactors to any equipment that needs power.\n\nPOWER <b>CABLES</b> are red and must connect red circles on equipment.",将电力线缆从 <b>反应堆</b> 拖到 <b>通风管</b>，连接红圈。\n\n电力<b>线缆</b>用于连接反应堆和任何需要电源的设备。\n\n电力<b>线缆</b>为红色，必须连接设备上的红色圆圈。
CURRENT,tutorial_airinstallairloader,2886,"The <b>AIRDUCT</b> needs <b>OXYGEN</b>, in the same way as the <b>REACTOR</b> needs <b>FUEL</b>. We can use an <b>OXYGEN LOADER</b> to provide <b>OXYGEN</b>.\n\nInstall an <b>OXYGEN LOADER</b> near the <b>AIRDUCT</b>.",<b>通风管</b>需要<b>氧气</b>，就像<b>反应堆</b>需要<b>燃料</b>一样。我们可以使用<b>氧气装载器</b>来提供<b>氧气</b>。\n\n在<b>通风管</b>附近安装<b>氧气装载器</b>。
CURRENT,tutorial_airpipes,2886,We need to connect the <b>OXYGEN LOADER</b> into the <b>AIRDUCT</b> using <b>PIPES</b>.\n\nSelect <b>PIPES</b> from the <b>CONSTRUCTION</b> menu.,我们需要用管道将<b>氧气装载器</b>连接到<b>通风管</b>中。\n\n从<b>建造</b>菜单中选择<b>管道</b>。
CURRENT,tutorial_airpipetoairduct,2886,"Drag a <b>PIPE</b> from the <b>OXYGEN LOADER</b> to the <b>AIRDUCT</b>, connecting the <b>BLUE</b> circles.",将一根<b>管道</b>从<b>氧气装载器</b>拖到<b>通风管</b>，连接<b>蓝色</b>圆圈。
CURRENT,tutorial_airdone,2886,The <b>AIRDUCT</b> is activated and is pressurising the cabin! The atmosphere will soon be breathable.,<b>通风管</b>已启动，正在给机舱加压！大气很快就可以呼吸了。
CURRENT,tutorial_enginesinformation,2886,Engines require both <b>POWER</b> and <b>FUEL</b> to operate. We must connect both engines to fuel and power.,发动机的运行需要<b>动力</b>和<b>燃料</b>。我们必须将发动机与燃料和动力连接起来。
CURRENT,tutorial_enginesconnectpower,2886,"Now use the <b>CABLES</b> menu to power up the engine, by connecting it to your existing red power lines.",现在使用 <b>CABLES</b>（电缆）菜单，将其连接到现有的红色电源线上，为引擎供电。
CURRENT,tutorial_ftlselectpropulsion,2886,The items we need are listed under <b>PROPULSION</b>. Select that category.,我们需要的物品列在 <b>PROPULSION</b> 分类下。请选择该类别。
CURRENT,tutorial_ftladdftldrive,2886,Add one <b>FTL</b> drive to our order by clicking on the entry in the list.,点击列表中的条目，为我们的订单添加一个<b>超光速</b>驱动器。
CURRENT,tutorial_ftladdftlfuel,2886,<b>FTL</b> drives consume one fuel charge per jump. Add 5 <b>FTL</b> Charges to the order as well.,<b>超光速</b>驱动器每次跳跃消耗一个燃料充电。订单中还需添加 5 个<b>超光速</b>燃料。
CURRENT,tutorial_ftlinstallftl,2886,Install the <b>FTL</b> drive anywhere in your ship.,在飞船的任何位置安装<b>超光速</b>驱动器。
CURRENT,tutorial_ftlpowerftl,2886,Connect the <b>FTL</b> drive to your power network.,将 <b>FTL</b> 硬盘连接到电源网络。
CURRENT,tutorial_ftlstoragetoolbar,2886,"We can make things more efficient for our crew by telling them to store <b>FTL</b> Charges near the <b>FTL</b> drive.\n\nSelect <b>STORAGE</b> from the <b>CONSTRUCTION</b> toolbar, then select <b>FTL</b> Charges from the list.",通过让船员将<b>FTL</b>装药存放在<b>FTL</b>驱动器附近，我们可以提高他们的工作效率。\n\n从<b>建造</b>工具栏中选择<b>存储</b>，然后从列表中选择<b>FTL</b>装药。
CURRENT,tutorial_ftlstorageworld,2886,Now drag out a storage zone near to the <b>FTL</b> drive.,现在，在<b>超光速</b>驱动器附近拖出一个储存区。
CURRENT,tutorial_ftlstoragedone,2886,The crew will move all the <b>FTL</b> Charges into this zone.,船员们将把所有<b>超光速</b>装甲运到这个区域。
CURRENT,tutorial_stargatescreen2,2886,This screen shows the phases that require construction in order to complete the <b>STARGATE</b>.\n\nWe are in <b>PHASE</b> 1. Work has only just begun.,此屏幕显示完成星际之门的建造所需的所有阶段。\n\n我们正处于第 <b>1</b> <b>阶段</b>，工作才刚刚开始。
CURRENT,tutorial_stargatescreen3,2886,On the left of the screen you can see the requirements to complete <b>PHASE</b> 1.\n\nWe need to manufacture:\n- 100 <b>STARGATE FRAMES</b>\n- 10 <b>STARGATE RESIN</b>,在屏幕左侧，您可以看到完成第 <b>1 阶段</b> 的要求。\n\n我们需要制造：\n- 100 个<b>星形图案框架</b>\n- 10 个<b>星形图案树脂</b>
CURRENT,tutorial_stargatescreen4,2886,"These <b>PHASE</b> 1 components are easy to manufacture, and we already have what we need onboard.\n\nBut we can sell them to the <b>STARGATE PROJECT</b> for a small fortune.",这些<b>PHASE</b> 1 组件易于制造，我们船上已具备所需。\n\n但我们可以把它们卖给<b>星际之门项目</b>，赚一笔小钱。
CURRENT,tutorial_stargatescreen5,2886,Close the <b>STARGATE</b> screen by clicking on the toolbar again (or press ESC).,再次单击工具栏（或按 ESC 键）关闭 <b>STARGATE</b> 屏幕。
CURRENT,tutorial_productionstart,2886,We are now going to learn how to produce <b>STARGATE FRAMES</b>.,现在我们来学习如何制作<b>星际之门框架</b>。
CURRENT,tutorial_fabricationinstallfabricator,2886,"Components are manufactured in a <b>FABRICATOR</b>, using raw materials like <b>METAL INGOTS</b>.\n\nInstall a <b>FABRICATOR</b> somewhere in the South East quadrant of the station.",\n\n在空间站东南象限的某个地方安装一台<b>制造机</b>。
CURRENT,tutorial_fabricationinstallassemblytable,2886,Those components are then assembled into finished products on an <b>ASSEMBLY TABLE</b>.\n\nInstall an <b>ASSEMBLY TABLE</b> somewhere near the <b>FABRICATOR</b>.,然后<b>在组装台</b>上将这些部件组装成成品。\n<b>在制造机</b>附近安装一个<b>组装台</b>。
CURRENT,tutorial_fabricationpower,2886,This new equipment needs power.  Build <b>POWER CABLES</b> to connect your <b>REACTOR</b> to the <b>FABRICATOR</b> and <b>ASSEMBLY TABLE</b>.,新设备需要电源。 制作<b>电源线</b>，将<b>反应堆</b>连接到<b>制造台</b>和<b>组装台</b>。
CURRENT,tutorial_fabricationconfigurefab1,2886,We need to configure the new equipment to make the products that we want.\n\nRIGHT <b>CLICK</b> on the <b>FABRICATOR</b> to configure it.,我们需要对新设备进行配置，以便生产出我们想要的产品。\n\n右键<b>单击</b> <b>FABRICATOR</b> 进行配置。
CURRENT,tutorial_fabricationconfigurefab2,2886,This drop-down menu shows all of the components that we can manufacture in a <b>FABRICATOR</b>.\n\nSelect <b>FRAME</b> from the list.,此下拉菜单显示我们可以在<b>FABRICATOR</b>中制造的所有组件。\n\n从列表中选择<b>FRAME</b>。
CURRENT,tutorial_fabricationconfigureass1,2886,We need to configure the <b>ASSEMBLY TABLE</b> in the same way.\n\nRIGHT <b>CLICK</b> on the assembly table.,我们需要以同样的方式配置<b>装配表</b>。\n\n<b>右键单击</b>装配表。
CURRENT,tutorial_fabricationconfigureass2,2886,Select <b>STARGATE FRAME</b> from the drop-down menu.,从下拉菜单中选择<b>星际之门框架</b>。
CURRENT,tutorial_fabricationclosefab1,2886,"Close the Equipment Panel by clicking the X in the top right corner, or pressing <b>ESC</b>.",单击右上角的 X 或按 <b>ESC</b> 键关闭设备面板。
CURRENT,tutorial_fabricationclosefab2,2886,"Close the Equipment Panel by clicking the X in the top right corner, or pressing <b>ESC</b>.",单击右上角的 X 或按 <b>ESC</b> 键关闭设备面板。
CURRENT,tutorial_fabricationworking,2886,"Your crew are now fabricating <b>FRAMES</b> out of <b>METAL INGOTS</b>, then assembling those <b>FRAMES</b> into <b>STARGATE FRAMES</b>, which we can sell to the <b>STARGATE</b> project for profit.",你们的工作人员现在正在用<b>金属锭</b>制造<b>框架</b>，然后将这些<b>框架</b>组装成<b>星际之门框架</b>，我们可以将这些框架卖给<b>星际之门</b>项目，从中获利。
CURRENT,tutorial_smeltersintroduction,2886,"We are going to need a lot of <b>METAL INGOTS</b> if we're to make enough of those <b>STARGATE FRAMES</b>.\n\nWe don't have many <b>METAL INGOTS</b> on board, and will run out soon.",我们需要大量的<b>金属锭</b>才能制造出足够多的<b>星际之门框架</b>。\n\n我们船上的<b>金属锭</b>不多，很快就会用完。
CURRENT,tutorial_smeltersbuild,2886,"But we do have plenty of <b>SCRAP METAL</b>, and we can melt that down in a <b>SMELTER</b>.\n\nBuild a <b>SMELTER</b> somewhere near the production line.",不过我们确实有大量的<b>废金属</b>，我们可以在<b>熔炉</b>中将其熔化。\n\n在靠近生产线的地方建造一个<b>熔炉</b>。
CURRENT,tutorial_smelterspower,2886,Connect the smelters to the <b>REACTOR</b> using <b>POWER CABLES</b>,使用电源线将熔炉与<b>反应堆</b>连接起来
CURRENT,tutorial_smeltersscrapmetal,2886,Right click on the <b>SMELTER</b> and set its material to be <b>SCRAP METAL</b>.,右键点击 <b>SMELTER</b>，将其材质设置为<b>碎金属</b>。
CURRENT,tutorial_smeltersoperational,2886,The crew will now load in all the <b>SCRAP METAL</b> and smelt it into much more useful <b>METAL INGOTS</b>.,现在，工作人员将装入所有<b>废金属</b>，并将其熔炼成更有用的<b>金属锭</b>。
CURRENT,tutorial_smeltersdismantle,2886,"There is a ton of <b>RUINED EQUIPMENT</b> around this old station, that we can break down into <b>SCRAP METAL</b>.\n\nSelect <b>DISMANTLE</b> from the <b>CONSTRUCTION</b> toolbar.",这老旧的基地附近有许多<b>损坏的设备</b>，我们可以将其拆解成<b>废金属</b>。\n\n从<b>建造</b>工具栏中选择<b>拆除</b>。
CURRENT,tutorial_smeltersstoragetoolbar,2886,"We can make things more efficient for our crew by telling them to store <b>SCRAP METAL</b> near to the <b>SMELTER</b>.\n\nSelect <b>STORAGE</b> from the <b>CONSTRUCTION</b> toolbar, then select <b>SCRAP METAL</b> from the list.",通过告知我们的船员将<b>废金属</b>储存在<b>熔炉</b>附近，我们可以提高他们的工作效率。\n\n从<b>“建造”</b>工具栏中选择<b>“储存”</b>，然后从列表中选择<b>“废金属”</b>。
CURRENT,tutorial_smeltersstorageworld,2886,Now drag out a storage zone near to the <b>SMELTER</b>.,现在，在 <b>SMELTER</b> 附近拖出一个储藏区。
CURRENT,tutorial_smeltersstoragedone,2886,The crew will move all the <b>SCRAP METAL</b> into this zone.,工作人员将把所有<b>废金属</b>运到这个区域。
CURRENT,tutorial_tradewaitforsellable,2886,Your crew will now use the equipment to produce some <b>STARGATE FRAMES</b>.,现在，您的船员将使用这些设备生产一些<b>星际之门框架</b>。
CURRENT,tutorial_tradeothersupplies,2886,"We can use the <b>TRADE</b> system to buy raw materials to produce more <b>STARGATE FRAMES</b>, as well as resources we will need to survive.\n\nReopen the <b>TRADE</b> screen.",我们可以使用<b>贸易</b>系统购买原材料来生产更多的<b>星际之门框架</b>，以及我们生存所需的资源。\n\n重新打开<b>贸易</b>界面。
CURRENT,tutorial_tradebuyminerals,2886,<b>METALLIC MINERALS</b> can be smelted into <b>METAL INGOTS</b> just like <b>SCRAP METAL</b>.\n\nAdd all the <b>METALLIC MINERALS</b> to the trade.,<b>金属矿物</b>可以像<b>碎金属</b>一样冶炼成<b>金属锭</b>。\n\n将所有<b>金属矿物</b>加入交易。
CURRENT,tutorial_tradebuysmelter,2886,We will also need another <b>SMELTER</b> to begin processing those <b>METALLIC MINERALS</b>.\n\nFind the <b>SMELTER</b> under the <b>INDUSTRY</b> tab and add one to the order.,我们还需要一个<b>冶炼器</b>来开始加工这些<b>金属矿物</b>。\n\n在“<b>工业</b>”选项卡下找到<b>冶炼器</b>，并在订单中添加一个。
CURRENT,tutorial_tradebuymore,2886,This is a good opportunity to stock up on some other resources that are critical for life support.\n\nWe'd recommend you purchase:\n\n - 2x <b>FUEL</b>\n - 2x <b>OXYGEN</b>\n - 2x <b>WATER</b>\n - 2x <b>FOOD</b>\n\n- <b>HIRE</b> 5 <b>MORE CREW</b>\n\nCONFIRM the order when you are done.,这是补充一些维持生命所必需的其他资源的好机会。\n\n我们建议您购买：\n\n - 2x <b>燃料</b>\n - 2x <b>氧气</b>\n - 2x <b>水</b>\n - 2x <b>食物</b>\n\n- <b>雇用</b>5名<b>以上船员</b>\n\n完成后确认订单。
CURRENT,tutorial_tradeinstallsmelter,2886,"Once those goods have arrived, you should install your second <b>SMELTER</b> somewhere near the first.",一旦这些货物到达，您就应该把第二个 <b>SMELTER</b> 安装在第一个 SMELTER 附近的某个地方。
CURRENT,tutorial_tradesmeltmetallicminerals,2886,Set the <b>SMELTER</b> to process those <b>METALLIC MINERALS</b> you bought into more <b>METAL INGOTS</b>.,设置 <b>冶炼器</b>，将您购买的<b>金属矿物</b>加工成更多的<b>金属锭</b>。
CURRENT,tutorial_productionsuccess,2886,"Well done, you are now all set to produce <b>STARGATE FRAMES</b>.",干得好，您现在已经准备好制作<b>星际之门框架</b>了。
CURRENT,tutorial_fleetcrew,2886,We will need a crew. Hire five <b>CREW MEMBERS</b> from the <b>TRADE</b> screen.,我们需要一名船员。从 <b>贸易</b> 界面雇佣五名<b>船员</b>。
CURRENT,tutorial_fleetcrew_shiftclick,2886,<b>NOTE</b>: You can <b>SHIFT CLICK</b> to hire in multiples of 5.,<b>注意</b>：您可以<b>按 SHIFT 键</b>以 5 的倍数进行租用。
CURRENT,tutorial_fleetspacesuits,2886,Those crew will also need <b>SPACESUITS</b> as there is no atmosphere onboard our ship yet.\n\nOrder five <b>SPACESUITS</b> for the new crew.,这些船员还需要<b>空间站</b>，因为我们的船上还没有大气层。\n\n为新船员订购五个<b>空间站</b>。
CURRENT,tutorial_fleettradeconfirm,2886,<b>CONFIRM</b> the trade.,<b>确认</b>交易。
CURRENT,tutorial_fleetresources,2886,We also need resources for the ship to function.\n\nUse the <b>TRADE</b> screen to buy:\n- 5x <b>FUEL</b>\n- 5x <b>OXYGEN</b>\n- 5x <b>FTL CHARGE</b>\n- 2x <b>FOOD</b>\n- 2x <b>WATER</b>.\n\nCONFIRM the trade when you are done.,我们还需要资源才能使飞船正常运行。\n\n使用<b>贸易</b>屏幕购买：\n- 5x <b>燃料</b>\n- 5x <b>氧</b>\n- 5x <b>超光速燃料</b>\n- 2x <b>食物</b>\n- 2x <b>水</b>。\n\n完成后确认贸易。
CURRENT,tutorial_flightengines,2886,We can directly control our engine <b>THROTTLE</b> from here.\n\nTry increasing your engine throttle with this control.,我们可以在这里直接控制发动机的<b>油门</b>。\n\n，尝试用这个控制器加大发动机油门。
CURRENT,tutorial_flightturning,2886,"We can also turn the ship by left clicking in <b>TACTICAL</b> mode, in the direction we wish to travel.",我们还可以在 <b>“战术”</b> 模式下左键单击飞船，使其转向我们希望行进的方向。
CURRENT,tutorial_flightsetcourse,2886,We can send our ship to a specific location by <b>RIGHT-CLICKING</b>. Try setting a destination by right clicking in the tactical view.,我们可以通过<b>右键单击</b>将飞船送往特定地点。请尝试在战术视图中右击设置目的地。
CURRENT,tutorial_flightinformation,2886,"Your crew will continue to operate the ship and keep the engines running as you travel around. Try flying around the system until you have a handle on the controls.\n\nWhen you are ready, bring the ship to a stop by setting the <b>THROTTLE</b> to zero in <b>TACTICAL</b> mode.",您的船员将继续操作飞船，并在您四处飞行时保持引擎运转。请尝试在系统内飞行，直到您掌握了控制方法。\n\n准备就绪后，在<b>战术</b>模式下将<b>油门</b>调至零，使飞船停止。
CURRENT,tutorial_financemissionscreen,2886,"Now that our ship is up and running, we need to earn our way.  We can complete contracts for financial reward and reputation.\n\nOpen the <b>CONTRACTS</b> screen to see a list of available contracts.",现在我们的飞船已经启动并开始运行，我们需要赚取自己的生活费。 我们可以通过完成合同来获得经济奖励和声誉。\n\n打开<b>“合同”</b>屏幕，查看可用合同列表。
CURRENT,tutorial_financeselectship,2886,"Contracts are assigned to the ship you currently have selected.\n\nOnly the <b>PROCYON</b> can travel between locations, so select the <b>PROCYON</b>.",合同会分配给您当前选择的飞船。\n\n只有 <b>PROCYON</b> 号可以在不同地点之间旅行，因此请选择 <b>PROCYON</b> 号。
CURRENT,tutorial_financeselecttransport,2886,"Here we have a <b>TRANSPORT PASSENGER</b> contract, click it to see more details.",这里有一份<b>运输乘客</b>合同，点击查看更多详情。
CURRENT,tutorial_financeassigntransport,2886,This mission requires us to transport a group of people from here to another location in the sector.\n\nClick the accept button to assign this contract to the <b>PROCYON</b>.,此任务要求我们将一群人从此处运送到本区域的另一地点。\n\n点击“接受”按钮，将此合约分配给<b>PROCYON</b>。
CURRENT,tutorial_financepassengersinbound,2886,The passengers will be delivered to the <b>PROCYON</b> by shuttle.,乘客将由穿梭机送至 <b>PROCYON</b>。
CURRENT,tutorial_financesectormap,2886,"All passengers have been delivered to the <b>PROCYON</b>, and our <b>FTL</b> drive is operational. We must now plot an <b>FTL</b> jump to their destination.\n\nOpen the <b>SECTOR MAP</b>.","所有乘客都已被送上<b>PROCYON</b>号，我们的<b>超光速</b>传动装置也已启动。我们现在必须规划一次<b>超光速</b>跳跃，前往他们的目的地。\n\n打开 ""<b>星区地图</b>""。"
